Feature	Gain	Cover	Frequency
ctrx_quarter	0.109295859913728	0.0160519446433403	0.0161026710311264
ctrx_quarter_lag1	0.0590263765010082	0.0102358886164875	0.0118778254792787
cpayroll_trx	0.03317095871935	0.0081048338574656	0.00310489726978462
mpasivos_margen_rank	0.026765071939277	0.0111642799699925	0.0197265687243061
mcuentas_saldo_rank	0.0265752577221009	0.0134174586490299	0.0167127241603802
mpayroll_rank	0.0213358097946413	0.0204182209820244	0.00943761296226321
mprestamos_personales_rank	0.0186441819833877	0.0114724782593221	0.00307302882273404
mcaja_ahorro_rank	0.0172845686433641	0.00525685416973267	0.0127428261849372
mcuenta_corriente_rank_lag1	0.0133580028225743	0.00619226284038582	0.00714763740991473
mtarjeta_visa_consumo_rank	0.0133311184466753	0.00965299297128632	0.0105712191502051
mrentabilidad_annual_rank_delta1	0.0113414570143936	0.00621639824481272	0.0113132987029542
mrentabilidad_annual_rank_lag1	0.0111092579931091	0.00614369840677867	0.0120508256204104
numero_de_cliente	0.00942818774672433	0.0090989393741492	0.0126199050320278
cliente_edad_lag1	0.00840085407241977	0.0104642266724418	0.0128976157848971
mactivos_margen_rank	0.0082289713866487	0.00833536879259885	0.0092054285623233
mcaja_ahorro_rank_lag1	0.00812063871823761	0.00490057060151389	0.010275297856164
ctrx_quarter_delta1	0.00810820296731475	0.00732572101412018	0.00858627016248355
cliente_edad	0.00807455006524711	0.00786651825943981	0.0119233518322081
cprestamos_personales	0.00786871265205747	0.00369301698775503	0.000983369223274893
mcuentas_saldo_rank_delta1	0.00759528917883613	0.00840777539895149	0.0121646415027339
mrentabilidad_annual_rank	0.00727140728384896	0.00562904791510015	0.00934656025640442
mcomisiones_mantenimiento_rank	0.00684072675776802	0.00976761393374837	0.00815376980965432
chomebanking_transacciones	0.00675754213677086	0.00497158553659566	0.00749819032747106
Visa_msaldopesos_rank	0.00673880381610304	0.00691488849171837	0.00865455969187764
mprestamos_personales_rank_lag1	0.00668069207266278	0.00375188049629609	0.00182560675246867
mcuenta_corriente_rank	0.00658539235245064	0.00682680538949666	0.00770305891565333
Visa_fechaalta_lag1	0.00656534746447043	0.00551584476319424	0.00921908646820212
Visa_status	0.00653716118500304	0.0023690036209099	0.00105165875266898
Master_Fvencimiento_lag1	0.00650987405130359	0.0051538048526718	0.00784874324502738
Master_Fvencimiento	0.00627304238953383	0.00378164587039183	0.00749819032747106
Visa_fechaalta	0.00626471830366332	0.00527761937518304	0.009077954774121
Visa_Fvencimiento_lag1	0.00615198334842104	0.00575067754712726	0.0080354012920379
Master_fechaalta	0.0060902434221969	0.00559290494846955	0.0102570873149923
Visa_mfinanciacion_limite_rank_delta1	0.00604474400380995	0.00477348414801588	0.00897779679767633
Master_mlimitecompra_rank_delta1	0.00603217237384884	0.0039557759620876	0.00874105976244349
ctarjeta_master	0.00597385420065345	0.000958778174367927	0.000587289952789172
Master_mfinanciacion_limite_rank_delta1	0.00589135195024523	0.00497892242124649	0.00885032300947404
Visa_Fvencimiento	0.00588134418384779	0.00491533556351003	0.0076302167509663
Master_fechaalta_lag1	0.00584030444999544	0.00594894559821766	0.00943761296226321
mactivos_margen_rank_delta1	0.00583303371732458	0.00446251175333554	0.00813100663318962
cproductos_delta1	0.00582139770800968	0.00750893283689281	0.00131571159965946
mcuenta_corriente_rank_delta1	0.00577007270344891	0.00559464075424052	0.00663774225710553
Visa_mpagominimo_rank	0.00570681484684371	0.00630547365719494	0.0106030875972557
Visa_mlimitecompra_rank_delta1	0.00564937062324039	0.00354426283558877	0.00844969110369537
mactivos_margen_rank_lag1	0.00559757342680479	0.00461857272014777	0.00723413748048058
mtransferencias_recibidas_rank	0.00551471054016672	0.00468837640398786	0.00789882223324972
Visa_msaldototal_rank	0.0055105360212281	0.00425065402540643	0.00756192722157221
chomebanking_transacciones_lag1	0.00537278474110508	0.00353542638141434	0.00674245286884313
cliente_antiguedad	0.00536267208096805	0.00688672331356775	0.00959240256222314
mcomisiones_mantenimiento_rank_delta1	0.00528410287272815	0.0060145691583097	0.00787150642149208
mcuentas_saldo_rank_lag1	0.00527851965837284	0.00548190417874994	0.00879569138595876
mrentabilidad_rank	0.00522664596017141	0.00271096030583085	0.00605955757490223
cliente_antiguedad_lag1	0.00511175820412737	0.00575572694951265	0.00872740185656467
cproductos	0.00501921813912616	0.00600929924255531	0.0059867154102152
ccomisiones_mantenimiento_delta1	0.00497883844247057	0.00387171929247797	0.00188479101127688
mpasivos_margen_rank_lag1	0.0048712934626115	0.00683435983947679	0.0110629037618425
ctarjeta_visa_transacciones	0.00482789639406705	0.00632663802721968	0.00929192863288915
mrentabilidad_rank_lag1	0.00474547172614276	0.00457406282379776	0.00647384738655971
Visa_mpagominimo_rank_lag1	0.00473197039928864	0.00424098877900643	0.00713397950403591
mrentabilidad_rank_delta1	0.00469455940458442	0.00435932250265727	0.00701561098641949
Master_mlimitecompra_rank	0.00461464606720324	0.00416297814573425	0.00687903192763131
mcaja_ahorro_rank_delta1	0.00459934701333562	0.00452777860062479	0.00699740044524773
mpasivos_margen_rank_delta1	0.00456400627289631	0.0033650489477112	0.00704747943347006
