Feature	Gain	Cover	Frequency
ctrx_quarter	0.135685609647207	0.0198343501979217	0.0141776115508394
mcuentas_saldo_rank	0.0494548758813934	0.014381477352032	0.0161781334261112
mprestamos_personales_rank	0.0421473142360055	0.012361315869904	0.0035081615493897
cpayroll_trx	0.0390615884684023	0.0118707883790676	0.0035081615493897
mpasivos_margen_rank	0.0255307452571761	0.0114212990768588	0.0189324751384419
mcuenta_corriente_rank_lag1	0.023510722805077	0.00796011808468912	0.00800208750108724
mpayroll_rank	0.0231763673629062	0.0252556761572967	0.0102925400829202
ctarjeta_master	0.0221643255726996	0.00130226197778584	0.000869792119683396
mrentabilidad_annual_rank	0.0121302260491035	0.00508535154669338	0.00939375489258067
mactivos_margen_rank	0.0103615050063612	0.0085089266765854	0.00991563016439071
Visa_msaldopesos_rank	0.00926781035719618	0.00800335085173499	0.00806007364239947
ctrx_quarter_delta1	0.00916435302807386	0.00609452108853109	0.00982865095242237
mrentabilidad_rank	0.00854118695182448	0.00318817058862167	0.00733524687599664
numero_de_cliente	0.00806506370117845	0.00860625102461786	0.0112203183439158
mrentabilidad_annual_rank_delta1	0.00803825335092726	0.006013736646329	0.00977066481111014
ctarjeta_visa_transacciones	0.00790186030480982	0.00955529710326686	0.0104664985068569
cliente_edad_lag1	0.00788877235769204	0.0111429284262191	0.0113362906265403
Master_Fvencimiento	0.00783079605445173	0.00447837593188766	0.00777014293583834
mrentabilidad_annual_rank_lag1	0.00761107438291383	0.00477849700787699	0.00991563016439071
mcuentas_saldo_rank_delta1	0.0075727137584392	0.0116634299510718	0.0126989649473776
cliente_edad	0.00750100459944012	0.0081652448588678	0.0121191035342553
chomebanking_transacciones	0.00728965470672241	0.00429056479496202	0.00803108057174335
Visa_mpagominimo_rank	0.00685915444072363	0.00562103972531738	0.0103215331535763
Master_fechaalta_lag1	0.00656774864820273	0.00800852857378604	0.0103505262242324
mcuenta_corriente_rank	0.00652742647788153	0.00617316941736704	0.00692934388681105
mcomisiones_mantenimiento_rank	0.00644602053234084	0.00808186228679047	0.0079151082891189
cliente_antiguedad	0.00633116770888373	0.007855271708615	0.0107854222840741
Visa_Fvencimiento_lag1	0.00624712301845198	0.00572253220376989	0.00837899741961671
ccomisiones_mantenimiento_delta1	0.00617973488936218	0.00336089061222695	0.00188454959264736
Master_mfinanciacion_limite_rank_delta1	0.00615226982708839	0.00542967790596071	0.00863993505552173
Master_Fvencimiento_lag1	0.0058874672192846	0.00444756770139665	0.00692934388681105
Visa_fechaalta	0.00583038634091085	0.0062210579989259	0.00895885883273898
mtarjeta_visa_consumo_rank	0.00571404827684594	0.00925355896949568	0.0101185816589835
mpasivos_margen_rank_lag1	0.005620525865382	0.00714621183495158	0.0103215331535763
Visa_mpagominimo_rank_lag1	0.00560634373135697	0.00541631935454948	0.00721927459337218
mpasivos_margen_rank_delta1	0.00533816251935684	0.00342873288826675	0.00710330231074773
mcaja_ahorro_rank_delta1	0.00528002766529638	0.00395149743842789	0.00803108057174335
mcuenta_corriente_rank_delta1	0.00527813574670558	0.00452049215903654	0.00692934388681105
mrentabilidad_rank_lag1	0.00521927277734743	0.00468903977429113	0.00669739932156215
Master_mlimitecompra_rank_delta1	0.00511129961889374	0.00407615776324871	0.00768316372387
mcuentas_saldo_rank_lag1	0.00510209336106125	0.00429404275257218	0.00814705285436781
mtransferencias_recibidas_rank	0.00508883401587808	0.00508744202879937	0.0079151082891189
Visa_fechaalta_lag1	0.00508864712374562	0.00539632430673902	0.00777014293583834
mcaja_ahorro_rank	0.00508592249325277	0.0052263721042577	0.0127279580180337
Master_mlimitecompra_rank_lag1	0.00495974749604823	0.00506551906024724	0.0065814270389377
Master_fechaalta	0.0049521730006461	0.00504338504711689	0.00869792119683396
Visa_mfinanciacion_limite_rank_delta1	0.00491099120515252	0.0051458300781252	0.00736423994665275
mcaja_ahorro_rank_lag1	0.00488614273942089	0.00477785817023478	0.0104664985068569
Visa_status	0.00485966004690734	0.00352650356706263	0.00150763967411789
mactivos_margen_rank_delta1	0.00485572363492982	0.00439529281495511	0.00745121915862109
ctrx_quarter_lag1	0.00478185862195827	0.00983067605441244	0.0118001797570381
cliente_antiguedad_lag1	0.00473099596220874	0.0075204238176686	0.00782812907715056
mprestamos_personales_rank_lag1	0.00471624739281613	0.00286929506470742	0.00208750108724015
cpayroll_trx_lag1	0.00465180426005174	0.00370697947891787	0.00200052187527181
Visa_mlimitecompra_rank_delta1	0.00453884120658936	0.00484351299774076	0.00742222608796498
Visa_mpagospesos_rank_lag1	0.00452020511742214	0.00709389987311116	0.00716128845205996
Visa_mpagominimo_rank_delta1	0.00451060376244933	0.00498796302970132	0.00730625380534052
mcomisiones_mantenimiento_rank_delta1	0.0044950616582783	0.00832408014559315	0.00710330231074773
Master_mlimitecompra_rank	0.00441394693361388	0.00355652608429278	0.00643646168565713
tcallcenter	0.00440562629779916	0.00120145967214322	0.000956771331651735
Visa_mlimitecompra_rank_lag1	0.00429471464400362	0.0041333194724578	0.00533472500072483
mrentabilidad_rank_delta1	0.00426619835449791	0.00349261807846473	0.00666840625090603
Visa_Fvencimiento	0.00425845592572576	0.00406730815073184	0.00579861413122264
Master_mfinanciacion_limite_rank	0.00424278282058281	0.00355561203311275	0.00634948247368879
chomebanking_transacciones_delta1	0.0041689741959761	0.00490004870309955	0.00605955176712766
chomebanking_transacciones_lag1	0.00408997837793876	0.00363285434874508	0.00568264184859819
cproductos_delta1	0.00404646683577847	0.00666862080636991	0.00139166739149343
Visa_mconsumospesos_rank_lag1	0.00400897270851489	0.00301201110878198	0.00576962106056653
Master_mfinanciacion_limite_rank_lag1	0.00400064535770888	0.00295440306880948	0.00533472500072483
mactivos_margen_rank_lag1	0.00399750264375024	0.00475476447466423	0.00632048940303268
mcomisiones_rank	0.00396194509513119	0.00424472534217962	0.00675538546287437
Visa_mpagospesos_rank_delta1	0.00394242800387408	0.00255408572735149	0.00629149633237656
Visa_mlimitecompra_rank	0.0038401865480143	0.00236600222884179	0.0050447942941637
Visa_mfinanciacion_limite_rank_lag1	0.0038127976988233	0.00349658942407535	0.00539271114203705
Visa_cconsumos_lag1	0.00380492555080076	0.00307601037713036	0.00576962106056653
mcomisiones_mantenimiento_rank_lag1	0.00377850145073605	0.00460530926385509	0.00536371807138094
mcomisiones_rank_lag1	0.00366397764089943	0.00355026461981299	0.00626250326172045
Visa_mfinanciacion_limite_rank	0.00362745487696495	0.00269977350724384	0.0050447942941637
mtransferencias_recibidas_rank_lag1	0.00354602432529557	0.0037992815363792	0.00623351019106434
Visa_mconsumospesos_rank	0.00352332448103037	0.00334359921658085	0.00640746861500102
mcomisiones_otras_rank	0.0035029170105365	0.00438273281059664	0.0068133716041866
mcaja_ahorro_dolares_rank_delta1	0.00346970855469869	0.00448123216357817	0.00394305760923139
mcomisiones_rank_delta1	0.00344525246553671	0.00273560830623661	0.00513177350613204
mcomisiones_otras_rank_delta1	0.00341201510040542	0.00377756105654403	0.00539271114203705
ccomisiones_otras	0.00325716531997479	0.00828266122113855	0.00559566263662985
mcuenta_debitos_automaticos_rank	0.00320538349922379	0.00539792710475207	0.0041750021744803
Visa_mconsumospesos_rank_delta1	0.00320529608192789	0.00291730913223172	0.00559566263662985
Master_msaldototal_rank_lag1	0.00316492236592386	0.00223824183028399	0.001536632744774
cproductos	0.00313092505044377	0.0054326068624721	0.00556666956597373
mpayroll_rank_delta1	0.00311728056629142	0.00759857733252721	0.0074802122292772
ccomisiones_otras_lag1	0.00306176449693544	0.00620186149816821	0.00591458641384709
Visa_mpagospesos_rank	0.00301121301204871	0.00387912625981742	0.00510278043547592
cdescubierto_preacordado	0.00299609205619932	0.00193703843784278	0.000579861413122264
cdescubierto_preacordado_delta1	0.00299182837531898	0.00500134011881199	0.000521875271810037
mautoservicio_rank	0.00299033606132498	0.0064088434682677	0.00808906671305558
mcomisiones_otras_rank_lag1	0.00282728818135931	0.00283641631578676	0.00449392595169754
mtransferencias_recibidas_rank_delta1	0.0028240391578124	0.00370961753614575	0.0057116349192543
mcaja_ahorro_dolares_rank_lag1	0.00278332234828602	0.00229188280257652	0.00510278043547592
Visa_msaldototal_rank_lag1	0.0026069197923984	0.00246262214429556	0.00426198138644864
mprestamos_personales_rank_delta1	0.00255016148672602	0.00764255588548129	0.00202951494592792
ccaja_seguridad	0.00251444436420143	0.00298655599549826	0.000463889130497811
Visa_cconsumos	0.00248408535152108	0.00257915012297011	0.00487083587022702
Master_mpagominimo_rank_lag1	0.00244852621684609	0.00165264018293162	0.001536632744774
mcaja_ahorro_dolares_rank	0.00242613520817719	0.00378515438342969	0.00440694673972921
Visa_cconsumos_delta1	0.0023927665108578	0.00563836249245484	0.00472587051694645
Visa_msaldopesos_rank_delta1	0.00237280811776126	0.00264363992736519	0.00385607839726305
thomebanking	0.00236096738577084	0.00144150434218088	0.0011017366849323
mtransferencias_emitidas_rank_lag1	0.00235787425918815	0.00677642893642365	0.00565364877794207
mtransferencias_emitidas_rank	0.00233806544605897	0.00907642412147012	0.00843698356092894
Visa_msaldopesos_rank_lag1	0.00231795579945704	0.00330870556232884	0.00449392595169754
ctransferencias_recibidas	0.00231051331513975	0.0037509195304962	0.00388507146791917
Visa_msaldototal_rank	0.00228231122779402	0.0046272906974593	0.00745121915862109
ccomisiones_mantenimiento	0.00222813044059413	0.00588307866275117	0.00246441100576962
internet_lag1	0.00218973458964314	0.00307852722632344	0.00104375054362007
mttarjeta_visa_debitos_automaticos_rank	0.00217549208696671	0.0014846201791226	0.00423298831579253
Visa_mconsumototal_rank_delta1	0.00214787086229261	0.00172018442980351	0.00321823084282856
mtransferencias_emitidas_rank_delta1	0.00214695978603094	0.00386285443764048	0.00405902989185585
ctarjeta_debito_transacciones_lag1	0.00204793371096929	0.00309904132971819	0.0057116349192543
Master_fultimo_cierre_lag1	0.00204743786380832	0.00180996678611799	0.00292830013626743
cproductos_lag1	0.0020473479994593	0.00494820822026561	0.00466788437563422
Visa_msaldototal_rank_delta1	0.00204510945387477	0.00320072203711886	0.00452291902235366
ctarjeta_debito_transacciones_delta1	0.00202995129555794	0.00437966125639726	0.00420399524513641
mpayroll_rank_lag1	0.00201375344676397	0.00696924097426722	0.00765417065321388
mcuenta_debitos_automaticos_rank_delta1	0.00195360454619005	0.00506230633433675	0.00324722391348468
mautoservicio_rank_lag1	0.00193268056412362	0.00234802921624709	0.00492882201153924
mautoservicio_rank_delta1	0.00190368305548875	0.00350323162438208	0.0037401061146386
mtarjeta_visa_consumo_rank_delta1	0.0019018060402635	0.00275741719663834	0.00391406453857528
mcuenta_debitos_automaticos_rank_lag1	0.00188496303299678	0.00264645908365682	0.00275434171233075
mttarjeta_visa_debitos_automaticos_rank_delta1	0.00186391978721311	0.00216763173312024	0.00284132092429909
Master_fultimo_cierre	0.00174034230615316	0.00157601246333453	0.00255139021773796
mttarjeta_visa_debitos_automaticos_rank_lag1	0.00162842141245561	0.00150218964026029	0.00301527934823577
