Feature	Gain	Cover	Frequency
ctrx_quarter	0.152805641881393	0.0234742810630066	0.0154064053647821
mcuentas_saldo_rank	0.048519299503863	0.0132215559269993	0.0184125332408371
mprestamos_personales_rank	0.0466853860752505	0.00923468957813685	0.00326627355763672
cpayroll_trx	0.0296067880607738	0.00942443293719247	0.00222569083130998
mcuenta_corriente_rank	0.0242341453129736	0.0076845328571193	0.00780437044745057
mpayroll_rank	0.0238246453141702	0.0339646582279638	0.0168227540756157
ctarjeta_master	0.0215493631598205	0.00114230163008123	0.00072262689328246
mpasivos_margen_rank	0.016359165987069	0.00989434859709736	0.0176899063475546
mtarjeta_visa_consumo_rank	0.0132604516217197	0.0108168408988058	0.0120534165799514
mcaja_ahorro_rank	0.0122474661307742	0.00579184191779419	0.012111226731414
mrentabilidad_annual_rank	0.0109977095533108	0.00690276025516032	0.0102034917331483
cliente_edad_lag1	0.00966970578975391	0.013119700137474	0.0170539946814661
mrentabilidad_annual_rank_lag1	0.00930303098380044	0.00501058591324616	0.0111573592322812
numero_de_cliente	0.00862288387080655	0.00891310912481448	0.0113596947624003
mrentabilidad_annual_rank_delta1	0.00837560350898533	0.00524322407732416	0.010174586657417
Visa_msaldopesos_rank	0.00829206384922838	0.00573738394072341	0.00757312984160019
mcomisiones_mantenimiento_rank_delta1	0.00793782582693221	0.0105412404850434	0.00991444097583536
mcuentas_saldo_rank_delta1	0.00792168840444463	0.0105015356690336	0.0132096196092034
mactivos_margen_rank	0.00769486305067867	0.00819678223985858	0.00800670597756966
mcomisiones_mantenimiento_rank	0.00669551462031871	0.00976222306927616	0.00849809226500173
Visa_Fvencimiento	0.0066874964855617	0.00451821835586434	0.00826685165915135
cproductos_delta1	0.00661376746715379	0.00690050157648023	0.00144525378656492
mrentabilidad_rank	0.00655662531473415	0.00237623472592938	0.00618568620649786
chomebanking_transacciones	0.00651568470610446	0.00524344506621662	0.00713955370563071
ctrx_quarter_delta1	0.00650620216612683	0.00580995870199758	0.00757312984160019
Master_Fvencimiento	0.00649580328046584	0.00464315313472371	0.00855590241646433
Visa_fechaalta_lag1	0.00625629877004172	0.0064773308073021	0.00965429529425367
cliente_edad	0.00614136836013127	0.00677979285144098	0.0091918140825529
Visa_fechaalta	0.00607855940616209	0.00413252529385768	0.00702393340270552
Master_mlimitecompra_rank_delta1	0.00606719537142123	0.00384592279023492	0.00875823794658342
ccomisiones_mantenimiento_delta1	0.0058858622268265	0.00289965122270198	0.00161868424095271
cliente_antiguedad	0.00587932085826108	0.00846933903387479	0.0116487455197133
Visa_mfinanciacion_limite_rank_delta1	0.00584918047182087	0.00559122848821654	0.00872933287085212
cliente_antiguedad_lag1	0.00581701086769828	0.00719790096599181	0.0105503526419239
Visa_mlimitecompra_rank_delta1	0.00581667394906105	0.00559708899884518	0.0091918140825529
mcuenta_corriente_rank_lag1	0.00568866681815687	0.00542293827164335	0.00661926234246734
Master_mfinanciacion_limite_rank_lag1	0.0055559756142508	0.00431781587022949	0.00676378772112383
Visa_Fvencimiento_lag1	0.00549110671487672	0.00424052715758042	0.00745750953867499
