Feature	Gain	Cover	Frequency
ctrx_quarter	0.0999409004359047	0.0236614756712644	0.00679434464258229
ctrx_quarter_lag1	0.0484041221570408	0.00736292217928218	0.00604308215513387
mcaja_ahorro_rank	0.0304535364548869	0.00814887687456828	0.00668073909569985
mcuentas_saldo_rank	0.0290191130106571	0.0133484485264633	0.0080476703533499
cpayroll_trx	0.0251644669610604	0.0210309722356943	0.000751262487448419
mpayroll_rank	0.017649068343691	0.0298230697129427	0.00220614642655585
mtarjeta_visa_consumo_rank	0.0156399784769085	0.0208984088574295	0.0035730776842059
mpasivos_margen_rank	0.0137635686502982	0.00915976783571573	0.00788275907561732
mrentabilidad_annual_rank_delta1	0.0124526653232405	0.00676117899895961	0.0143656046380381
mrentabilidad_annual_rank_lag1	0.0111746713359621	0.00774749304812587	0.0113165783475157
numero_de_cliente	0.0100687302126789	0.00651266655878031	0.0147723857897784
ctrx_quarter_delta1	0.00952665522076594	0.00988428825318447	0.0117783299251669
cliente_edad	0.00947084225622818	0.00583432270011878	0.0139514940961763
mprestamos_personales_rank	0.00897616506050715	0.0102157922537599	0.00460285699626934
Visa_msaldopesos_rank	0.00890892630690633	0.00477679482201048	0.00407147621246436
cliente_edad_lag1	0.0088017538126829	0.00720518031672494	0.0123720105250042
mrentabilidad_annual_rank	0.00878448773493049	0.00674820471287715	0.0101878522688127
mcuentas_saldo_rank_delta1	0.0086882915393441	0.00711375073970094	0.0116354068177987
ctarjeta_visa_transacciones	0.00827181052804789	0.0123080136806996	0.00435732242720083
mactivos_margen_rank	0.00824308202327548	0.00588738203696531	0.00880626223091977
mcuenta_corriente_rank	0.00788069908297237	0.00365719955594511	0.00850942193100112
chomebanking_transacciones	0.00760127100403156	0.0042086201297946	0.00896750881359162
Master_Fvencimiento	0.00752671616953903	0.0042794926911892	0.0103894104971525
Visa_Fvencimiento_lag1	0.00750478553226915	0.00454580141021767	0.0102721402552094
Master_mfinanciacion_limite_rank_delta1	0.00738920178692645	0.00382615146904307	0.0115621129165842
Visa_Fvencimiento	0.00714291349117243	0.00342667026801681	0.0102794696453308
mactivos_margen_rank_delta1	0.00693778455524951	0.00336111253679879	0.0119469058979602
cliente_antiguedad_lag1	0.00684165696939329	0.00408409230780858	0.00986902379852972
Visa_mfinanciacion_limite_rank_delta1	0.00681465765866364	0.00285897664536434	0.0113458959080015
Master_fechaalta_lag1	0.00680657617062007	0.00610986400076831	0.00979572989731524
Master_mlimitecompra_rank_delta1	0.00679110221595974	0.00344588857343257	0.0113972016388516
Visa_msaldototal_rank	0.00673824777520997	0.00463362908479626	0.00392122371497468
