Feature	Gain	Cover	Frequency
ctrx_quarter	0.100966627593476	0.026838431507946	0.00694093244501125
ctrx_quarter_lag1	0.0483646916920818	0.00636046307660241	0.00625929916371659
cpayroll_trx	0.0310682514145253	0.0227180979594878	0.000842879863966519
mcaja_ahorro_rank	0.0251491168392429	0.00794960850030219	0.00614935831189487
mcuentas_saldo_rank	0.0222629914454914	0.0138506604742892	0.00769219493245967
mtarjeta_visa_consumo_rank	0.0195052232811257	0.0201573014387651	0.00344114866201983
mpayroll_rank	0.0160370472393462	0.0303740223480388	0.00220614642655585
mpasivos_margen_rank	0.0151978172923981	0.00950850503129699	0.0078497768200708
mcuenta_corriente_rank	0.0138420240440245	0.00403524846329483	0.00883924448646628
mrentabilidad_annual_rank_lag1	0.011040717967895	0.00847172380715163	0.0122144286373931
mrentabilidad_annual_rank	0.0106359527042428	0.00664844624586136	0.0105213395193386
numero_de_cliente	0.0106281241881472	0.00678691016820487	0.0159670763795745
ctrx_quarter_delta1	0.0105342930400879	0.00930613698077368	0.0120458526645998
cliente_edad	0.00945683349762487	0.00637950161702694	0.0134787484333429
mprestamos_personales_rank	0.0094158626026389	0.00902201528150222	0.00387358267918527
mrentabilidad_annual_rank_delta1	0.008807585698776	0.00733104178011868	0.012720156555773
mcuentas_saldo_rank_delta1	0.00842165513662645	0.00683811529882972	0.0121374700411179
Master_mfinanciacion_limite_rank_delta1	0.00827925754820851	0.00402969259260319	0.0120018763238711
cliente_edad_lag1	0.00811154615016538	0.00748760933572708	0.0121924404670287
mactivos_margen_rank	0.00782703320011	0.00568831413426338	0.00789375316079949
Visa_Fvencimiento_lag1	0.00750817291684022	0.00452090997637159	0.0105103454341564
Master_fechaalta_lag1	0.00735089743197987	0.00582196556037078	0.00952087776776094
Visa_Fvencimiento	0.00717357543320949	0.00364246039989399	0.0107228977476784
ctarjeta_visa_transacciones	0.00716670201719294	0.0120200714838832	0.00417042297910391
chomebanking_transacciones	0.00714971164080046	0.00387951530758552	0.00850209254087967
cliente_antiguedad	0.00714554239419837	0.00536662120908166	0.0104553750082456
mactivos_margen_rank_delta1	0.00690507037874514	0.00324616643464447	0.0110710437784472
Master_Fvencimiento	0.00687530698412719	0.00465085448610917	0.0100595879416874
Visa_mlimitecompra_rank_delta1	0.00679644721710028	0.00302464558780136	0.0118296356560171
mcomisiones_mantenimiento_rank	0.00666174558898302	0.0113690594080786	0.00849842784581895
Visa_msaldototal_rank	0.00663398770883881	0.00526915192268889	0.00393221780015685
Visa_mfinanciacion_limite_rank_delta1	0.00658786661721574	0.00294082679930299	0.0119175883374744
mrentabilidad_rank	0.00658627425477541	0.00426527402592747	0.00887589143707352
Visa_msaldopesos_rank	0.00652943142498086	0.00490310685014436	0.00414477011367884
