Feature	Gain	Cover	Frequency
ctrx_quarter	0.12569725817019	0.0238533037082275	0.00692260896970763
ctrx_quarter_lag1	0.0319684667151667	0.00621502836451917	0.00668073909569985
mcuentas_saldo_rank	0.0277876555840667	0.0141575202229833	0.00765554798185243
cpayroll_trx	0.0271260811817073	0.0227246827904332	0.000923503155302447
mcaja_ahorro_rank	0.0223291082718033	0.0074638709609834	0.0060467468501946
mpayroll_rank	0.0165500818256735	0.0323252758494327	0.00241869874007784
mpasivos_margen_rank	0.0155767749859475	0.00972651060532874	0.00785344151513153
mtarjeta_visa_consumo_rank	0.0148516739387375	0.0213817888463329	0.00361338932987386
mrentabilidad_annual_rank_delta1	0.012063303583157	0.00682533766533028	0.0149556205428146
numero_de_cliente	0.0113858734624796	0.0066796623259178	0.0157178771154452
cliente_edad	0.011068872177561	0.00646266357942444	0.014618468597228
mrentabilidad_annual_rank	0.0104146613420702	0.00779380935152479	0.01184429443626
mrentabilidad_annual_rank_lag1	0.00995576786369823	0.00711485632605967	0.00949156020727515
mactivos_margen_rank	0.00929587262381463	0.00626981519789891	0.00897850289877379
ctrx_quarter_delta1	0.0087083485241286	0.00938125303134922	0.0113935369437909
mcuenta_corriente_rank	0.00835470500155863	0.0038505361079167	0.00817593468047524
Visa_mfinanciacion_limite_rank_delta1	0.00810534998798311	0.00285006580514076	0.0124049927805507
mcuenta_corriente_rank_delta1	0.00797456520834169	0.00562350104611651	0.0094219310011214
mcuentas_saldo_rank_delta1	0.00794670251915463	0.00710257753327447	0.0122877225386076
mcomisiones_mantenimiento_rank	0.00759700932944612	0.0125437211118511	0.00944758386654646
cliente_edad_lag1	0.00751803455958415	0.00757540953834279	0.0135557070296181
Master_Fvencimiento	0.00746565379767051	0.00493087243272233	0.0103271106811202
Master_mlimitecompra_rank_delta1	0.00730722674398514	0.00387867657032741	0.0130316556359345
Visa_msaldopesos_rank	0.0071966844881508	0.00430320737084402	0.00408247029764653
Visa_Fvencimiento	0.0071296874204145	0.00326420156412124	0.011206637495694
Master_mfinanciacion_limite_rank_delta1	0.00708578354282344	0.00512465058716218	0.0128997266137485
cliente_antiguedad_lag1	0.00695087871051011	0.00437230103154845	0.0101475406231447
mcuenta_corriente_rank_lag1	0.00682795302273963	0.00519483349178613	0.00903347332468465
Visa_msaldototal_rank	0.00678484538598732	0.0049406376587111	0.00374531835205993
Visa_Fvencimiento_lag1	0.00674513452699856	0.003434362822075	0.00918739051723506
cliente_antiguedad	0.0066871108827585	0.0040495056131155	0.0100669173318088
mrentabilidad_rank_delta1	0.00660057846418142	0.0025592016078049	0.00927167850363171
mcaja_ahorro_rank_lag1	0.00658636556774158	0.00378421705285652	0.00642054574638844
Visa_fechaalta	0.0064744041414737	0.00299866857657749	0.00895285003334872
mactivos_margen_rank_delta1	0.00642465162841522	0.00301112582501138	0.0107742034785286
