envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
253	2865000	3081000	2841000	2841000	2841000	2721000	
254	2862000	3078000	2838000	2838000	2838000	2718000	
255	2859000	3075000	2835000	2835000	2835000	2715000	
256	2880000	3072000	2832000	2832000	2952000	2712000	
257	2901000	3069000	2829000	2949000	2949000	2709000	
258	2922000	3066000	2826000	2946000	2946000	2826000	
259	2967000	3183000	2823000	2943000	2943000	2943000	
260	2988000	3180000	2940000	2940000	2940000	2940000	
261	3009000	3177000	3057000	2937000	2937000	2937000	
262	3078000	3174000	3174000	2934000	3054000	3054000	
263	3099000	3171000	3291000	2931000	3051000	3051000	
264	3096000	3168000	3288000	2928000	3048000	3048000	
265	3117000	3165000	3405000	2925000	3045000	3045000	
266	3114000	3162000	3402000	2922000	3042000	3042000	
267	3111000	3159000	3399000	2919000	3039000	3039000	
268	3132000	3276000	3396000	2916000	3036000	3036000	
269	3129000	3273000	3393000	2913000	3033000	3033000	
270	3174000	3390000	3390000	2910000	3030000	3150000	
271	3171000	3387000	3387000	2907000	3027000	3147000	
272	3192000	3384000	3384000	3024000	3024000	3144000	
273	3213000	3381000	3381000	3021000	3141000	3141000	
274	3234000	3378000	3498000	3018000	3138000	3138000	
275	3231000	3375000	3495000	3015000	3135000	3135000	
276	3252000	3372000	3492000	3012000	3132000	3252000	
277	3249000	3369000	3489000	3009000	3129000	3249000	
278	3270000	3366000	3606000	3006000	3126000	3246000	
279	3267000	3363000	3603000	3003000	3123000	3243000	
280	3264000	3360000	3600000	3e+06	3120000	3240000	
281	3261000	3357000	3597000	2997000	3117000	3237000	
282	3258000	3354000	3594000	2994000	3114000	3234000	
283	3279000	3351000	3591000	3111000	3111000	3231000	
284	3276000	3348000	3588000	3108000	3108000	3228000	
285	3273000	3345000	3585000	3105000	3105000	3225000	
286	3294000	3342000	3582000	3222000	3102000	3222000	
287	3291000	3339000	3579000	3219000	3099000	3219000	
288	3336000	3336000	3576000	3336000	3216000	3216000	
289	3357000	3333000	3573000	3333000	3333000	3213000	
290	3378000	3330000	3570000	3330000	3450000	3210000	
291	3375000	3327000	3567000	3327000	3447000	3207000	
292	3396000	3444000	3564000	3324000	3444000	3204000	
293	3393000	3441000	3561000	3321000	3441000	3201000	
294	3390000	3438000	3558000	3318000	3438000	3198000	
295	3387000	3435000	3555000	3315000	3435000	3195000	
296	3408000	3552000	3552000	3312000	3432000	3192000	
297	3405000	3549000	3549000	3309000	3429000	3189000	
298	3402000	3546000	3546000	3306000	3426000	3186000	
299	3399000	3543000	3543000	3303000	3423000	3183000	
300	3420000	3540000	3540000	3300000	3540000	3180000	
301	3441000	3537000	3537000	3297000	3537000	3297000	
