Feature	Gain	Cover	Frequency
ctrx_quarter	0.130911809123436	0.0125542690512901	0.0126475662604774
cpayroll_trx	0.0335690011961527	0.00712400500102491	0.00305660838733341
ctrx_quarter_lag1	0.0325142471803152	0.00926760599406646	0.0104875630000951
mcuentas_saldo_rank	0.0303716349677527	0.00962824486580712	0.0135577563135944
mprestamos_personales_rank	0.0278127034148486	0.0103889792358217	0.00273057015935118
mpayroll_rank	0.0223748878389413	0.0122039124032261	0.00721359579410686
mpasivos_margen_rank	0.0195309865859741	0.00902031585479181	0.0142505875480567
mcaja_ahorro_rank	0.0147249438476242	0.00561161304747576	0.0110852997513959
mtarjeta_visa_consumo_rank	0.0141697801900011	0.0104352667937639	0.00794718180706688
mcaja_ahorro_rank_lag1	0.0137939857968185	0.00511731178185909	0.00936001412832321
mcuenta_corriente_rank	0.0124473779127873	0.00764722952167039	0.00884378693401801
mrentabilidad_annual_rank_lag1	0.0104018083234122	0.00667549623538435	0.0106777519664181
cliente_edad_lag1	0.00975745668466564	0.0102095058858612	0.0133403974949396
ctarjeta_master	0.00958341341150255	0.000246083616424614	0.000285283449484452
numero_de_cliente	0.0093987535025803	0.00980317728933624	0.013815869910747
mactivos_margen_rank	0.00914170035706246	0.0111743760330198	0.00934642920215729
mrentabilidad_annual_rank	0.00909585326532573	0.00634574348008179	0.00918341008816617
mrentabilidad_annual_rank_delta1	0.00897654561816637	0.00604522194349892	0.011248318865387
ctrx_quarter_delta1	0.00854048080459925	0.006388186015444	0.0104875630000951
mcuentas_saldo_rank_delta1	0.00805573505128838	0.00918782675144377	0.0128785100052981
cliente_edad	0.00746856251987856	0.00698906660247907	0.0119954898045129
Visa_Fvencimiento	0.00738847320362068	0.00597037410065949	0.010324543886104
chomebanking_transacciones	0.00722083184968805	0.0058479008129623	0.00926491964516173
mcomisiones_mantenimiento_rank	0.0068742125927499	0.00742339890557398	0.00862642811536319
Visa_Fvencimiento_lag1	0.00678953017094573	0.00514067504376616	0.00968605235630544
mrentabilidad_rank	0.00677489117679397	0.00330868626090825	0.00722718072027279
Master_Fvencimiento	0.00672559781510275	0.00483493477112439	0.0097132222086373
Master_fechaalta_lag1	0.00652131594819454	0.00571947959198282	0.0109222806374047
Master_Fvencimiento_lag1	0.0065150723417549	0.00594786018162256	0.00873510752469061
Visa_fechaalta	0.00629551530693514	0.00509271992214883	0.0092513347189958
ccomisiones_mantenimiento_delta1	0.00616215805078923	0.0024762806700031	0.00120905842876744
Visa_msaldopesos_rank	0.00605587439589865	0.0065624540190713	0.00633057559332165
mcuenta_corriente_rank_lag1	0.00603529448713553	0.00648616370470211	0.00683321786146092
Master_mlimitecompra_rank_delta1	0.00601769312830686	0.00594585606538276	0.0107049218187499
Master_fechaalta	0.00595661458761324	0.00584966101906385	0.00993058102729212
mtransferencias_recibidas_rank	0.00594282890379762	0.0037542337258644	0.00740378476042983
mprestamos_personales_rank_lag1	0.00589431915095786	0.00344640465601496	0.00161660621374523
Master_mfinanciacion_limite_rank_delta1	0.00586383144432495	0.00588415150490397	0.0099713358057899
mpasivos_margen_rank_lag1	0.00581581568258321	0.00636613024215636	0.00929208949749358
Visa_fechaalta_lag1	0.00578892020364678	0.00531005326432518	0.00834114466587874
Visa_mfinanciacion_limite_rank_delta1	0.00574191927263818	0.00725184684495493	0.00986265639646249
Visa_mlimitecompra_rank_delta1	0.00570167854065677	0.00454085260694509	0.00944152368531877
chomebanking_transacciones_lag1	0.00568032493068283	0.00452270446225213	0.00836831451821059
Visa_mpagominimo_rank	0.00562113392589389	0.00550602890837217	0.00811020092105799
cproductos_delta1	0.00551006054904691	0.0073899064971245	0.00148075695208597
mcuenta_corriente_rank_delta1	0.00548104306490867	0.00661045944263108	0.00768906820991428
mactivos_margen_rank_lag1	0.00545491888327905	0.00551688942344486	0.00753963402208909
Visa_status	0.00530715588980402	0.00218161442427611	0.00084226542228743
cliente_antiguedad	0.00522813438501714	0.00691490489261015	0.0101615247721129
mpasivos_margen_rank_delta1	0.0052081170525053	0.00504175138848226	0.00802869136406244
ctarjeta_visa_transacciones	0.00520420565596654	0.00548735385987908	0.00771623806224613
mactivos_margen_rank_delta1	0.00509365506747487	0.00436893866184792	0.00857208841069949
Visa_msaldototal_rank_lag1	0.0050926937435053	0.00218061272804069	0.00380377932645936
mcomisiones_mantenimiento_rank_delta1	0.0049254724877811	0.0066499732469119	0.00646642485498091
cliente_antiguedad_lag1	0.00486777154803119	0.00688394820869881	0.00850416377986986
mcuentas_saldo_rank_lag1	0.00481386897579997	0.00410651089485375	0.00772982298841206
Visa_mpagospesos_rank_delta1	0.0047375482785848	0.00434042252685699	0.00825963510888318
Master_mfinanciacion_limite_rank_lag1	0.00472736043528763	0.00454822057491949	0.00728152042493649
mrentabilidad_rank_delta1	0.0046509952212788	0.00422187930459212	0.00812378584722392
Master_mfinanciacion_limite_rank	0.00458665770313295	0.00374318430709413	0.00729510535110242
mrentabilidad_rank_lag1	0.00455214079781133	0.00620654932007333	0.00702340682778389
mcaja_ahorro_rank_delta1	0.00452750091047576	0.00495252696098078	0.00760755865291872
Visa_mfinanciacion_limite_rank_lag1	0.0044612555762653	0.00330313495301397	0.0058415182513483
Visa_mpagominimo_rank_lag1	0.00444700576175336	0.00414755691801491	0.00684680278762685
Visa_mpagospesos_rank_lag1	0.00442627413945206	0.00564052834104605	0.00736302998193205
chomebanking_transacciones_delta1	0.00440264723278435	0.00454625807539468	0.00684680278762685
Master_mlimitecompra_rank_lag1	0.00437219925218859	0.00469474289560977	0.00692831234462241
cdescubierto_preacordado_delta1	0.0043296223289235	0.00358172411891625	0.000516227194305199
mcomisiones_rank	0.00427994099698205	0.00337782392856751	0.00577359362051867
Visa_msaldototal_rank	0.00424585018634769	0.00414518440337639	0.00593661273450979
Master_mlimitecompra_rank	0.00423665235370668	0.00371491425354832	0.00699623697545204
Visa_mlimitecompra_rank_lag1	0.00420387103672496	0.00367183552527359	0.00608604692233498
ccomisiones_otras	0.00413002891398485	0.00609714874726354	0.0047547241580742
Visa_mlimitecompra_rank	0.00409505261479198	0.00335652956022183	0.00586868810368016
Visa_mpagominimo_rank_delta1	0.00408668927899991	0.00491864697425524	0.00721359579410686
mtransferencias_recibidas_rank_lag1	0.00402493699024331	0.00471136967795673	0.00736302998193205
Visa_cconsumos_lag1	0.00399078254885806	0.00313758329892653	0.0060452921438372
mcomisiones_mantenimiento_rank_lag1	0.003871612922504	0.00521052128123357	0.00586868810368016
