Feature	Gain	Cover	Frequency
ctrx_quarter	0.10294837942856	0.0118946336541636	0.0111753842811363
ctrx_quarter_lag1	0.072310040113598	0.00924504451939518	0.00996686763347998
cpayroll_trx	0.0331583835853414	0.00703439351869709	0.00283797729618163
mcuentas_saldo_rank	0.0243928329368054	0.0105481100332164	0.0129813698332519
mpasivos_margen_rank	0.022505062499696	0.00904040891807793	0.014665145836728
mpayroll_rank	0.0223975358817607	0.0131108638511775	0.00734615175710173
mcuenta_corriente_rank_lag1	0.0194430221241664	0.0079334928636575	0.008038672532725
mtarjeta_visa_consumo_rank	0.0153098926480839	0.01038783454553	0.00806583021020042
mprestamos_personales_rank	0.0150462532990832	0.0112164663329769	0.00290587148987019
ctarjeta_master	0.0130279153803499	0.000321022019128632	0.00023084025854109
cprestamos_personales	0.0118184213210587	0.00477749675848261	0.00101841290532834
mcaja_ahorro_rank	0.0115197336448558	0.00421945442018512	0.00977676389115203
mrentabilidad_annual_rank_lag1	0.0109787703151446	0.00590524243397063	0.01109391124871
mrentabilidad_annual_rank_delta1	0.0104653232038378	0.00667066868040066	0.0122073760252023
numero_de_cliente	0.00994940217589134	0.0103264844977148	0.0153305089348759
cliente_edad_lag1	0.00938704248143049	0.00976275175963589	0.0137961001575145
mactivos_margen_rank	0.00859512061930059	0.0098681828248987	0.0096273966650372
ctrx_quarter_delta1	0.00857454286871637	0.00926885521128851	0.0103742327956113
cliente_edad	0.0081821699563611	0.00941584255830272	0.013212210091793
mrentabilidad_annual_rank	0.00756063409687138	0.00677523009813629	0.00960023898756178
chomebanking_transacciones	0.00747240967260315	0.0053352537494308	0.0094916082776601
mcomisiones_mantenimiento_rank	0.0073428532162318	0.00716039459777413	0.00867687795339742
mcuentas_saldo_rank_delta1	0.00719926194345762	0.00877108073362964	0.0125468469936451
mprestamos_personales_rank_lag1	0.00715868957676423	0.00342467968407767	0.00199608929444354
Master_Fvencimiento	0.00705514256772054	0.0048796772173436	0.00945087176144696
Visa_Fvencimiento_lag1	0.00671229681127819	0.00496065261745191	0.00931508337406985
Master_Fvencimiento_lag1	0.00668230477049322	0.00680171886315455	0.00905708543805334
Master_fechaalta_lag1	0.00661363337286872	0.00587504268254884	0.00993970995600456
Master_fechaalta	0.00655417860825135	0.0060304242425654	0.0105643365379393
Visa_Fvencimiento	0.0064539700527647	0.00602791789265196	0.00915213730921732
