envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
339	3879000	3543000	3303000	4023000	3783000	4743000	
340	3876000	3540000	3300000	4020000	3780000	4740000	
341	3921000	3657000	3297000	4017000	3897000	4737000	
342	3918000	3654000	3294000	4014000	3894000	4734000	
343	3963000	3771000	3291000	4131000	3891000	4731000	
344	4032000	3768000	3408000	4248000	4008000	4728000	
345	4029000	3765000	3405000	4245000	4005000	4725000	
346	4026000	3762000	3402000	4242000	4002000	4722000	
347	4047000	3759000	3519000	4239000	3999000	4719000	
348	4068000	3876000	3516000	4236000	3996000	4716000	
349	4065000	3873000	3513000	4233000	3993000	4713000	
350	4086000	3870000	3510000	4230000	4110000	4710000	
351	4131000	3867000	3507000	4227000	4227000	4827000	
352	4152000	3864000	3504000	4344000	4224000	4824000	
353	4149000	3861000	3501000	4341000	4221000	4821000	
354	4194000	3978000	3618000	4338000	4218000	4818000	
355	4191000	3975000	3615000	4335000	4215000	4815000	
356	4212000	3972000	3732000	4332000	4212000	4812000	
357	4209000	3969000	3729000	4329000	4209000	4809000	
358	4230000	3966000	3726000	4326000	4326000	4806000	
359	4275000	4083000	3723000	4443000	4323000	4803000	
360	4272000	4080000	3720000	4440000	4320000	4800000	
361	4269000	4077000	3717000	4437000	4317000	4797000	
362	4290000	4194000	3714000	4434000	4314000	4794000	
363	4287000	4191000	3711000	4431000	4311000	4791000	
364	4284000	4188000	3708000	4428000	4308000	4788000	
365	4305000	4305000	3705000	4425000	4305000	4785000	
366	4302000	4302000	3702000	4422000	4302000	4782000	
367	4323000	4419000	3699000	4419000	4299000	4779000	
368	4368000	4416000	3816000	4416000	4416000	4776000	
369	4389000	4413000	3813000	4413000	4533000	4773000	
370	4434000	4530000	3930000	4410000	4530000	4770000	
371	4431000	4527000	3927000	4407000	4527000	4767000	
372	4428000	4524000	3924000	4404000	4524000	4764000	
373	4425000	4521000	3921000	4401000	4521000	4761000	
374	4446000	4638000	3918000	4398000	4518000	4758000	
375	4467000	4635000	3915000	4515000	4515000	4755000	
376	4512000	4752000	4032000	4512000	4512000	4752000	
377	4533000	4749000	4029000	4629000	4509000	4749000	
378	4554000	4746000	4026000	4746000	4506000	4746000	
379	4599000	4743000	4023000	4863000	4623000	4743000	
380	4596000	4740000	4020000	4860000	4620000	4740000	
381	4617000	4737000	4017000	4857000	4617000	4857000	
382	4614000	4734000	4014000	4854000	4614000	4854000	
383	4635000	4851000	4011000	4851000	4611000	4851000	
384	4632000	4848000	4008000	4848000	4608000	4848000	
385	4653000	4845000	4125000	4845000	4605000	4845000	
386	4674000	4962000	4122000	4842000	4602000	4842000	
387	4671000	4959000	4119000	4839000	4599000	4839000	
388	4692000	4956000	4116000	4836000	4716000	4836000	
389	4689000	4953000	4113000	4833000	4713000	4833000	
390	4710000	5070000	4110000	4830000	4710000	4830000	
391	4731000	5187000	4107000	4827000	4707000	4827000	
392	4728000	5184000	4104000	4824000	4704000	4824000	
393	4773000	5181000	4221000	4821000	4701000	4941000	
394	4794000	5178000	4218000	4938000	4698000	4938000	
395	4839000	5295000	4215000	4935000	4815000	4935000	
396	4884000	5412000	4332000	4932000	4812000	4932000	
397	4881000	5409000	4329000	4929000	4809000	4929000	
398	4950000	5406000	4446000	5046000	4926000	4926000	
399	4947000	5403000	4443000	5043000	4923000	4923000	
400	4968000	5400000	4560000	5040000	4920000	4920000	
401	4989000	5397000	4557000	5037000	4917000	5037000	
402	5010000	5514000	4554000	5034000	4914000	5034000	
403	5007000	5511000	4551000	5031000	4911000	5031000	
404	5004000	5508000	4548000	5028000	4908000	5028000	
405	5025000	5625000	4545000	5025000	4905000	5025000	
406	5070000	5742000	4542000	5022000	4902000	5142000	
407	5115000	5739000	4659000	5019000	4899000	5259000	
408	5136000	5736000	4656000	5016000	4896000	5376000	
409	5133000	5733000	4653000	5013000	4893000	5373000	
410	5178000	5850000	4650000	5130000	4890000	5370000	
411	5199000	5847000	4647000	5127000	5007000	5367000	
412	5220000	5844000	4644000	5124000	5004000	5484000	
413	5217000	5841000	4641000	5121000	5001000	5481000	
414	5214000	5838000	4638000	5118000	4998000	5478000	
415	5211000	5835000	4635000	5115000	4995000	5475000	
416	5208000	5832000	4632000	5112000	4992000	5472000	
417	5205000	5829000	4629000	5109000	4989000	5469000	
418	5250000	5826000	4746000	5226000	4986000	5466000	
419	5271000	5823000	4743000	5343000	4983000	5463000	
420	5268000	5820000	4740000	5340000	4980000	5460000	
